en	fr
Mr President, Commissioner, I would first like to thank the rapporteur for his excellent work and for having taken due account of the proposed amendments WHILE the committee was debating it.	Monsieur le Président, Monsieur le Commissaire, chers collègues, je voudrais tout d'abord remercier le rapporteur pour son excellent travail et aussi pour la manière dont les propositions d' amendements ont été prises en considération lors de l' examen en commission.
The strongest regional centres ALSO continue to grow faster than the general European average, whereas many southern European and northern areas are developing considerably more slowly.	De même, les centres les plus dynamiques ne cessent de croître plus vite que la moyenne européenne, alors que de nombreuses régions du nord et du sud de l' Europe connaissent une croissance nettement plus lente.
The strongest regional centres also continue to grow faster than the general European average, WHEREAS many southern European and northern areas are developing considerably more slowly.	De même, les centres les plus dynamiques ne cessent de croître plus vite que la moyenne européenne, alors que de nombreuses régions du nord et du sud de l' Europe connaissent une croissance nettement plus lente.
Is the reason bureaucracy OR is it because insufficient notice has been taken of interregional differences, long distances, climates that are too cold or too hot, sparse populations and austere conditions?	La raison en est-elle la bureaucratie ? Ou alors les disparités régionales - distances, climat trop chaud ou trop froid, habitat dispersé, conditions rigoureuses - n' ont-elle pas été assez prises en considération ?
Is the reason bureaucracy or is it BECAUSE insufficient notice has been taken of interregional differences, long distances, climates that are too cold or too hot, sparse populations and austere conditions?	La raison en est-elle la bureaucratie ? Ou alors les disparités régionales - distances, climat trop chaud ou trop froid, habitat dispersé, conditions rigoureuses - n' ont-elle pas été assez prises en considération ?
It is ALSO important to discover what the effects of Union enlargement will be on Structural Funds and the development of the Union' s more remote areas.	Il serait important également d' analyser les effets de l' élargissement sur les Fonds structurels et sur le développement des régions les plus reculées.
It is also important to discover what the effects of Union enlargement will be on Structural Funds AND the development of the Union' s more remote areas.	Il serait important également d' analyser les effets de l' élargissement sur les Fonds structurels et sur le développement des régions les plus reculées.
The Member States must ALSO bear in mind their responsibility.	Les États membres ont aussi leur part de responsabilité dans ce domaine et ils ne doivent pas l' oublier.
Some Member States have been in breach of the principle of subsidiarity and cut national regional funds WHEN regional aid coming via the Union has been increased.	Certains États membres ont contrevenu au principe de subsidiarité et ont réduit les ressources régionales à l' échelon national, alors que l' aide régionale fournie par l' intermédiaire de l' Union européenne était en augmentation.
In the future, we must ALSO develop indicators so that measures can be targeted at the right time at the right place.	Il faudra également songer à l' avenir à mettre en place des indicateurs permettant de cibler les mesures au bon moment et au bon endroit.
In the future, we must also develop indicators SO THAT measures can be targeted at the right time at the right place.	Il faudra également songer à l' avenir à mettre en place des indicateurs permettant de cibler les mesures au bon moment et au bon endroit.
FOR EXAMPLE, uncontrolled migration has not been given sufficient consideration.	Par exemple, le flux migratoire incontrôlé n' a pas été suffisamment pris en considération.
We have a serious situation in which in the European Union today, there is a genuine link between unemployment and poverty, AS demonstrated by the very worrying fact that unemployment has reached, on average, 23.7% in the regions worst affected, regions which also happen to be poor areas, whilst in the 25 regions with the lowest unemployment, corresponding to the richer areas, unemployment stands at just 4%.	La situation est grave, il y a un rapport évident entre le chômage et la pauvreté dans l'Union européenne. Le chômage atteint en moyenne 23,7 % dans les territoires les plus touchés, qui coïncident avec les zones pauvres ; les 25 territoires les moins concernés par le chômage correspondent aux zones riches, leur taux de chômage étant de 4 % seulement.
We have a serious situation in which in the European Union today, there is a genuine link between unemployment and poverty, as demonstrated by the very worrying fact that unemployment has reached, on average, 23.7% in the regions worst affected, regions which ALSO happen to be poor areas, whilst in the 25 regions with the lowest unemployment, corresponding to the richer areas, unemployment stands at just 4%.	La situation est grave, il y a un rapport évident entre le chômage et la pauvreté dans l'Union européenne. Le chômage atteint en moyenne 23,7 % dans les territoires les plus touchés, qui coïncident avec les zones pauvres ; les 25 territoires les moins concernés par le chômage correspondent aux zones riches, leur taux de chômage étant de 4 % seulement.
There should ALSO be measures that respect and develop the resources and capabilities of these countries' agriculture and fisheries, which are often harmed by the European Union' s own insensitive policies, as well as the promotion of active policies to create jobs, particularly for women and young people. Only through the decisive application of this kind of measure will we be able to overcome social and regional inequality, which is not the historical product of inherent defects but of marginalisation and economic policies which have had harmful effects.	Ce n'est que grâce à l'application décidée de ce type de mesures qu'il sera possible de dépasser une inégalité sociale et territoriale qui n'est pas le produit historique de failles inévitables, mais bien de la marginalisation et de politiques économiques aux effets négatifs.
There should also be measures that respect AND develop the resources and capabilities of these countries' agriculture and fisheries, which are often harmed by the European Union' s own insensitive policies, as well as the promotion of active policies to create jobs, particularly for women and young people. Only through the decisive application of this kind of measure will we be able to overcome social and regional inequality, which is not the historical product of inherent defects but of marginalisation and economic policies which have had harmful effects.	Ce n'est que grâce à l'application décidée de ce type de mesures qu'il sera possible de dépasser une inégalité sociale et territoriale qui n'est pas le produit historique de failles inévitables, mais bien de la marginalisation et de politiques économiques aux effets négatifs.
Mr President, Commissioner, Mr Berend' s report is precisely in line with the strategy determined by the European Commission inasmuch AS the question of increasing competitiveness is brought right to the fore.	Monsieur le Président, Monsieur le Commissaire, le présent rapport de notre collègue Berend suit très précisément la stratégie définie par la Commission européenne en mettant résolument à l'avant-plan la question de l'augmentation de la compétitivité.
This attitude appears to me to be unjustified. I would ALSO ask that a great deal more emphasis be placed on these points in the seventh periodic report.	Cette conception me paraît injustifiée et je demanderais que ces points soient bien plus pris en considération dans le septième rapport périodique.
This does not mean that I do not see the need for competitiveness, particularly AS I myself am an entrepreneur in an Objective 1 Region, that is in Brandenburg in the Federal Republic of Germany, and am only too aware of the problems and concerns of small and medium-sized enterprises.	Cela ne signifie pas que je ne perçois pas la nécessité de la concurrence, d'autant plus que je suis moi-même entrepreneur dans une région de l'objectif 1, le Brandebourg, en République fédérale d'Allemagne, et que je connais très bien les soucis et les besoins des petites et moyennes entreprises.
Supporting only the competitiveness of companies will never be able to compensate for the envisaged cohesion between economic and social development, simply BECAUSE there is no basis for a self-supporting upturn in these Objective 1 Regions.	Le seul soutien de la compétitivité des entreprises ne peut jamais compenser la cohésion envisagée entre le développement économique et social car les bases d'un développement autonome font tout simplement défaut dans les régions de l'objectif 1.
AND those that do pursue such a policy must invest in expansion for the most part and, to a lesser extent, in rationalisation.	Etsi on mène une telle politique, il faut essentiellement opérer des investissements d'extension des capacités plutôt que des investissements de rationalisation.
It is imperative for this to go hand in hand with a demand-orientated economic policy IF we are to have any chance at all of improving the social situation in these areas.	Il faut absolument le coupler à une politique économique orientée vers la demande si l'on veut avoir la moindre chance d'améliorer la situation sociale dans ces régions.
IN OTHER WORDS, what is needed is a number of accompanying measures if anything at all is to be accomplished there.	Ce qui signifie que toute une série de mesures d'accompagnement sont nécessaires pour pouvoir faire quelque chose sur place.
In other words, what is needed is a number of accompanying measures IF anything at all is to be accomplished there.	Ce qui signifie que toute une série de mesures d'accompagnement sont nécessaires pour pouvoir faire quelque chose sur place.
FOR EXAMPLE, these would be measures for vocational training, for further education, for re-integrating people who have already been excluded from the production process, for the flexibilisation of working time and working time arrangements, in order to bring about a definite improvement in the integration of personal and social aspects and perhaps also to promote employment opportunities for women again.	Il s'agirait par exemple de meures en matière de formation professionnelle, de formation continue, de réinsertion des personnes qui ont déjà été exclues du processus de production, de flexibilisation du temps et des formes de travail afin de pouvoir améliorer sensiblement la relation entre les aspects personnels et sociaux et peut-être aussi de promouvoir à nouveau l'activité des femmes.
For example, these would be measures for vocational training, for further education, for re-integrating people who have already been excluded from the production process, for the flexibilisation of working time and working time arrangements, in order to bring about a definite improvement in the integration of personal and social aspects and perhaps ALSO to promote employment opportunities for women again.	Il s'agirait par exemple de meures en matière de formation professionnelle, de formation continue, de réinsertion des personnes qui ont déjà été exclues du processus de production, de flexibilisation du temps et des formes de travail afin de pouvoir améliorer sensiblement la relation entre les aspects personnels et sociaux et peut-être aussi de promouvoir à nouveau l'activité des femmes.
AS indicated by the rapporteur, the effects of the structural measures, on the other hand, are minimal as far as employment is concerned.	Comme l'indique le rapporteur, les effets des mesures structurelles ne sont pas non plus très encourageants en ce qui concerne l'emploi.
As indicated by the rapporteur, the effects of the structural measures, ON THE OTHER HAND, are minimal as far as employment is concerned.	Comme l'indique le rapporteur, les effets des mesures structurelles ne sont pas non plus très encourageants en ce qui concerne l'emploi.
As indicated by the rapporteur, the effects of the structural measures, on the other hand, are minimal as far AS employment is concerned.	Comme l'indique le rapporteur, les effets des mesures structurelles ne sont pas non plus très encourageants en ce qui concerne l'emploi.
Some reservation about the effectiveness of Community aid is THEREFORE called for.	Il convient donc d'émettre quelques réserves sur l'efficacité du soutien communautaire.
ALSO, the observation that the disparities between regions within Member States sometimes even become more pronounced raises serious questions.	Le constat que les différences entre les régions s'accroissent parfois également au sein de certains États membres suscite des questions sérieuses.
Mr President, it THEREFORE seems worthwhile and necessary to focus attention on both national and regional authorities, especially in connection with boosting employment.	Monsieur le Président, il me semble donc judicieux et nécessaire de concentrer une attention particulière sur les autorités nationales et régionales, en ce qui concerne précisément la stimulation de l'emploi.
By allowing them to develop tailor-made plans for the relevant regions and, IF necessary, tying this in with financial aid, a higher return can be achieved.	En les invitant à élaborer des projets sur mesure pour les régions concernées et, si nécessaire, en apportant une aide financière, on peut atteindre un rendement supérieur.
I am THEREFORE in favour of the Commission delegating the practical details and implementation of measures to the Member States and regions.	Par conséquent, je me prononce volontiers en faveur d'une délégation par la Commission de la réalisation et la mise en uvre pratiques des mesures aux États membres et aux régions.
Following on from this, it is probably ALSO more meaningful, with regard to the financial aid to regions, to give Member States more say anyway.	Il serait même peut-être encore plus judicieux de mettre davantage de poids sur les États membres concernant l'aide financière aux régions.
FOR EXAMPLE, whilst the disparities between the regions have increased rather than decreased, there has been a certain amount of convergence between the Member States themselves in this respect.	Ainsi, entre autres choses, la disparité entre les régions a augmenté plutôt qu'elle n'a diminué, les États membres eux-mêmes témoignant d'un certain rapprochement.
Equally, unemployment levels in the worst affected regions barely fell at all, INDEED they rose in some cases.	De même, les chiffres du chômage n'ont guère pu être diminués dans les régions les plus touchées ; pour une part, ils ont même augmenté.
SINCE it is the declared aim of all politicians throughout Europe to reduce unemployment, then one must pose the critical question as to whether the policy employed is the right one or whether it would not be more appropriate to boost the competitiveness of the regions by appropriate measures such as increased support for research and development, improvements in infrastructure and raising the level of training.	Sachant qu'à travers l'Europe, l'objectif déclaré de tous les politiciens est la réduction du chômage, on doit se demander si la politique appliquée est la bonne ou s'il ne serait pas plus judicieux de renforcer la compétitivité des régions par des mesures appropriées telle qu'une promotion accrue de la recherche et du développement, l'amélioration des infrastructures et l'augmentation du niveau de formation.
Since it is the declared aim of all politicians throughout Europe to reduce unemployment, then one must pose the critical question as to whether the policy employed is the right one OR whether it would not be more appropriate to boost the competitiveness of the regions by appropriate measures such as increased support for research and development, improvements in infrastructure and raising the level of training.	Sachant qu'à travers l'Europe, l'objectif déclaré de tous les politiciens est la réduction du chômage, on doit se demander si la politique appliquée est la bonne ou s'il ne serait pas plus judicieux de renforcer la compétitivité des régions par des mesures appropriées telle qu'une promotion accrue de la recherche et du développement, l'amélioration des infrastructures et l'augmentation du niveau de formation.
IF we do not wish to stand accused of pursuing a cost-intensive structural policy that does nothing to improve the unemployment situation in the long term, then the measures drawn up so far must be analysed.	Si nous ne voulons pas nous voir reprocher de mener une politique structurelle coûteuse sans effet durable sur l'emploi, les mesures actuelles doivent être remises en question.
We will only be able to say that the structural policy of the Union has been a success WHEN we manage to create a sufficient number of jobs and when there is a significant reduction in the unemployment rate.	La politique structurelle de l'Union sera un succès si elle parvient à créer suffisamment d'emplois et à engendrer une baisse significative du chômage.
We will only be able to say that the structural policy of the Union has been a success when we manage to create a sufficient number of jobs AND when there is a significant reduction in the unemployment rate.	La politique structurelle de l'Union sera un succès si elle parvient à créer suffisamment d'emplois et à engendrer une baisse significative du chômage.
We will only be able to say that the structural policy of the Union has been a success WHEN we manage to create a sufficient number of jobs and when there is a significant reduction in the unemployment rate.	La politique structurelle de l'Union sera un succès si elle parvient à créer suffisamment d'emplois et à engendrer une baisse significative du chômage.
Mr President, Commissioner, my thanks go to the rapporteur for handling this very important report, BECAUSE developments in the social and economic situation will decide to what extent the citizens of Europe will judge that we have been successful in our work.	Monsieur le Président, Monsieur le Commissaire, chers collègues, je remercie le rapporteur d'avoir traité de ce dossier extrêmement important, car c' est la façon dont la situation sociale et économique évolue qui détermine celle dont les citoyens européens apprécient la réussite de notre action.
I remember what Portugal and Greece used to be like WHEN I drove through those countries for the first time twenty-five years ago.	Je me rappelle à quoi ressemblaient le Portugal et la Grèce quand, il y a vingt-cinq ans, j' y ai couru pour la première fois.
In this connection, French speakers would speak of a "coup de chapeau" : IN OTHER WORDS, I take my hat off to the EU.	À cet égard, on peut, pour utiliser une expression bien française, dire franchement "Chapeau !" à l' Union européenne.
The EU really deserves such a gesture, BUT differences between rich and poor areas within countries are still too great.	L' Union européenne mérite un coup de chapeau, mais, à l' intérieur des pays, les disparités entres les régions riches et les régions pauvres restent trop grandes.
CONSEQUENTLY, we have to build schools, hospitals, and the whole infrastructure for the same people in the same country many times over.	Nous voilà ainsi obligés de construire plusieurs fois pour les mêmes personnes, dans le même pays, des écoles, des hôpitaux, bref de refaire toute l' infrastructure.
This is very costly AND it also causes very great social problems.	Cela coûte très cher et engendre également des problèmes sociaux extrêmement importants.
This is very costly and it ALSO causes very great social problems.	Cela coûte très cher et engendre également des problèmes sociaux extrêmement importants.
Most people, HOWEVER, would like to live in the area in which they were born and raised, if they were given the chance to, in other words, if there was work there.	La plus grande partie des gens voudraient pourtant habiter dans leur région natale si on leur en donnait la possibilité, autrement dit si on y trouvait du travail.
Most people, however, would like to live in the area in which they were born and raised, IF they were given the chance to, in other words, if there was work there.	La plus grande partie des gens voudraient pourtant habiter dans leur région natale si on leur en donnait la possibilité, autrement dit si on y trouvait du travail.
Most people, however, would like to live in the area in which they were born and raised, if they were given the chance to, IN OTHER WORDS, if there was work there.	La plus grande partie des gens voudraient pourtant habiter dans leur région natale si on leur en donnait la possibilité, autrement dit si on y trouvait du travail.
Most people, however, would like to live in the area in which they were born and raised, IF they were given the chance to, in other words, if there was work there.	La plus grande partie des gens voudraient pourtant habiter dans leur région natale si on leur en donnait la possibilité, autrement dit si on y trouvait du travail.
The solution, AS I see it, lies in clearly encouraging entrepreneurship.	Comme solution, je pense qu' on devrait encourager fortement l'esprit d'entreprise.
By entrepreneurship I do not simply mean the ownership of business, BUT creating will.	Par "esprit d'entreprise", je n' entends pas uniquement la possession d' une entreprise, mais un état d' esprit.
One in which someone from a modest background can get on in life SO as to make life a little easier for his or her children.	C' est une société dans laquelle une personne d' origine modeste peut progresser dans la vie, de telle sorte que ses enfants aient une vie un peu plus facile.
One in which someone from a modest background can get on in life so AS to make life a little easier for his or her children.	C' est une société dans laquelle une personne d' origine modeste peut progresser dans la vie, de telle sorte que ses enfants aient une vie un peu plus facile.
In this way, positive development of the regions is ALSO possible, because people will start business and will work if they are given the chance.	C' est ainsi que le développement positif des régions est possible aussi, car, j' en suis sûr, les gens font des efforts et travaillent si on leur en donne la possibilité.
In this way, positive development of the regions is also possible, BECAUSE people will start business and will work if they are given the chance.	C' est ainsi que le développement positif des régions est possible aussi, car, j' en suis sûr, les gens font des efforts et travaillent si on leur en donne la possibilité.
In this way, positive development of the regions is also possible, because people will start business and will work IF they are given the chance.	C' est ainsi que le développement positif des régions est possible aussi, car, j' en suis sûr, les gens font des efforts et travaillent si on leur en donne la possibilité.
Finally, I would say that in this matter we should learn a lesson from America, where hard work is still in fashion and success is an indication of ability and not the object of envy, AS it often is here in Europe.	Pour terminer, je dirai qu'à cet égard nous devrions prendre modèle sur l' Amérique, où l' ardeur au travail reste toujours à la mode et où le succès est la marque de la compétence et non pas une source d' envie, comme c' est souvent le cas chez nous en Europe.
Mr President, Commissioner, AS my time is limited, I shall get straight to the point.	Monsieur le Président, Monsieur le Commissaire, mes chers collègues, les secondes m' étant comptées, j' irai à l' essentiel.
In Reunion, FOR EXAMPLE, the rate is 37%.	Ce taux est de 37 % à la Réunion par exemple.
This is not a situation related to the economic climate, HOWEVER; rather it is a structural problem, created by our remoteness, our insularity, in short, our own specific personality.	Mais cette situation n' est pas conjoncturelle, elle est structurelle. C' est notre éloignement, notre insularité, bref, notre personnalité propre qui la créent.
This is not a situation related to the economic climate, however; RATHER it is a structural problem, created by our remoteness, our insularity, in short, our own specific personality.	Mais cette situation n' est pas conjoncturelle, elle est structurelle. C' est notre éloignement, notre insularité, bref, notre personnalité propre qui la créent.
This is not a situation related to the economic climate, however; rather it is a structural problem, created by our remoteness, our insularity, IN SHORT, our own specific personality.	Mais cette situation n' est pas conjoncturelle, elle est structurelle. C' est notre éloignement, notre insularité, bref, notre personnalité propre qui la créent.
The Commission document expected to be ready in December 1999 was delayed until January, then February, AND the initial thinking does not fill me with much optimism.	Le document de la Commission annoncé pour décembre 1999 a été reporté en janvier puis en février et les premières réflexions ne m' incitent guère à l' optimisme.
I THEREFORE appeal formally to the Council and the Commission.	Je lance dès lors un appel solennel au Conseil et à la Commission.
IF these do not materialise, then, unfortunately, convergence and cohesion will remain no more than words for us, and it is to be feared that the structural policy undertaken in our regions, despite the size of the amounts committed, will end in failure.	Faute de quoi, la convergence et la cohésion ne resteront malheureusement pour nous que des mots et il est à craindre que la politique structurelle menée dans nos régions, malgré l' importance des sommes engagées, se soldera par un échec.
If these do not materialise, then, unfortunately, convergence and cohesion will remain no more than words for us, AND it is to be feared that the structural policy undertaken in our regions, despite the size of the amounts committed, will end in failure.	Faute de quoi, la convergence et la cohésion ne resteront malheureusement pour nous que des mots et il est à craindre que la politique structurelle menée dans nos régions, malgré l' importance des sommes engagées, se soldera par un échec.
Mr President, AS all the previous speakers have done, I should like in turn to thank Mr Berend and congratulate him on the quality of his report.	Monsieur le Président, à mon tour je voudrais, comme tous les orateurs l'ont fait, remercier M. Berend et le féliciter pour la qualité de ce travail.
Mr President, as all the previous speakers have done, I should like IN TURN to thank Mr Berend and congratulate him on the quality of his report.	Monsieur le Président, à mon tour je voudrais, comme tous les orateurs l'ont fait, remercier M. Berend et le féliciter pour la qualité de ce travail.
Just like the previous report, this extremely competent and precise analysis, the recommendations it supports and your own comments, ladies and gentlemen, shall prove useful to the Commission in general and to the Commissioner responsible for regional policy in particular at this time WHEN we are involved with the programming of appropriations for 2000-2006.	Comme pour le rapport précédent, cette analyse extrêmement compétente et précise, les recommandations qu'elle sous-tend et vos propres observations, Mesdames et Messieurs, seront utiles à la Commission en général et au commissaire chargé de la politique régionale en particulier, au moment où nous nous engageons dans la programmation des crédits 2000-2006.
I should ALSO like to make a few comments, firstly, Mr Berend, regarding the assessment you have made of this sixth periodic report.	Je voudrais à mon tour faire quelques observations, d'abord sur le jugement que vous portez, Monsieur le Rapporteur, sur ce sixième rapport périodique.
You pointed out the quality of the report AND you even wrote, if I am not mistaken, that it marked a real improvement in comparison with previous reports.	Vous en avez souligné la qualité et vous avez même écrit, si je ne me trompe, que par rapport à ceux qui le précédaient, il marquait une vraie amélioration.
You pointed out the quality of the report and you even wrote, IF I am not mistaken, that it marked a real improvement in comparison with previous reports.	Vous en avez souligné la qualité et vous avez même écrit, si je ne me trompe, que par rapport à ceux qui le précédaient, il marquait une vraie amélioration.
The Commission was certainly very anxious to ensure, Mr Berend, that this sixth periodic report should show that progress had been made AND a threshold crossed in terms of the quality of the analysis submitted to you.	C'est vrai que la Commission s'est particulièrement attachée, Monsieur Berend, à ce que ce sixième rapport périodique permette de constater un effort, le franchissement d'un seuil qualitatif dans l'analyse qui vous est proposée.
I am thinking IN PARTICULAR of the contents of chapter 2.1 of this report, where the Commission examined in greater detail the economic definitions of regional competitiveness and attempted to analyse the extent to which this competitiveness may be supported, improved and influenced by factors which some of you - Mr Markov, just now, and Mrs Raschhofer - stressed very forcefully.	Je pense en particulier au contenu du chapitre 2.1 de ce rapport, où la Commission a examiné de manière plus approfondie les définitions économiques de la compétitivité régionale et essayé d'analyser dans quelle mesure cette compétitivité peut être soutenue, améliorée, influencée par des facteurs que certains d'entre vous, M. Markov, tout à l'heure, ou Mme Raschhofer, ont soulignés avec beaucoup de véhémence.
Thirdly, the need to develop the employment side of growth, even THOUGH I am aware, as Mr van Dam just said, that the prime responsibility is that of the Member States, and that, when we speak of the responsibility of Member States, and indeed of the usefulness or effectiveness of this regional policy, we must clearly establish what sort of period we are working in.	Troisième point, la nécessité de développer le contenu en emplois de la croissance, même si je sais bien, M. van Dam l'a dit tout à l'heure, que la première responsabilité est celle des États membres, et que quand on parle de la responsabilité des États membres, comme d'ailleurs de l'utilité ou de l'efficacité de cette politique régionale, il faut bien voir dans quelle période nous nous situons.
Thirdly, the need to develop the employment side of growth, even though I am aware, AS Mr van Dam just said, that the prime responsibility is that of the Member States, and that, when we speak of the responsibility of Member States, and indeed of the usefulness or effectiveness of this regional policy, we must clearly establish what sort of period we are working in.	Troisième point, la nécessité de développer le contenu en emplois de la croissance, même si je sais bien, M. van Dam l'a dit tout à l'heure, que la première responsabilité est celle des États membres, et que quand on parle de la responsabilité des États membres, comme d'ailleurs de l'utilité ou de l'efficacité de cette politique régionale, il faut bien voir dans quelle période nous nous situons.
Thirdly, the need to develop the employment side of growth, even though I am aware, as Mr van Dam just said, that the prime responsibility is that of the Member States, and that, WHEN we speak of the responsibility of Member States, and indeed of the usefulness or effectiveness of this regional policy, we must clearly establish what sort of period we are working in.	Troisième point, la nécessité de développer le contenu en emplois de la croissance, même si je sais bien, M. van Dam l'a dit tout à l'heure, que la première responsabilité est celle des États membres, et que quand on parle de la responsabilité des États membres, comme d'ailleurs de l'utilité ou de l'efficacité de cette politique régionale, il faut bien voir dans quelle période nous nous situons.
Mr Fruteau stated just NOW THAT the fruits of growth were distributed inequitably.	Tout à l'heure, M. Fruteau déclarait que les fruits de la croissance sont inégalement partagés.
Mr Fruteau, we at least need to recognise that there is growth, AND that we are not working in a period of stagnation or recession, as has been the case in the past.	Encore faut-il, Monsieur le Député, qu'il y ait croissance et qu'on ne se situe pas globalement dans une période de stagnation ou de récession comme cela a été le cas dans le passé.
WHEN there is growth, it must be better distributed, but a matter that is even more difficult and which more seriously affects the regions handicapped by their remoteness, be they the most remote or island regions, is the lack of growth which generally characterised the last two decades.	Il faut que, quand il y a croissance, elle soit mieux répartie, mais ce qui est encore plus difficile et qui touche encore plus gravement les régions handicapées par l'éloignement, ultrapériphériques ou insulaires, c'est l'absence de croissance qui a globalement marqué les deux décennies passées.
When there is growth, it must be better distributed, BUT a matter that is even more difficult and which more seriously affects the regions handicapped by their remoteness, be they the most remote or island regions, is the lack of growth which generally characterised the last two decades.	Il faut que, quand il y a croissance, elle soit mieux répartie, mais ce qui est encore plus difficile et qui touche encore plus gravement les régions handicapées par l'éloignement, ultrapériphériques ou insulaires, c'est l'absence de croissance qui a globalement marqué les deux décennies passées.
When there is growth, it must be better distributed, but a matter that is even more difficult AND which more seriously affects the regions handicapped by their remoteness, be they the most remote or island regions, is the lack of growth which generally characterised the last two decades.	Il faut que, quand il y a croissance, elle soit mieux répartie, mais ce qui est encore plus difficile et qui touche encore plus gravement les régions handicapées par l'éloignement, ultrapériphériques ou insulaires, c'est l'absence de croissance qui a globalement marqué les deux décennies passées.
Finally, the positive effects on national administrations of the system of management of the Structural Funds, the motives of officials in managing these funds, even IF it is occasionally complicated, and the importance of once again making improvements to the procedures for the evaluation, follow-up and supervision of the Commission.	Enfin, les effets positifs sur les administrations nationales du système de gestion des Fonds structurels, la motivation des fonctionnaires quand ils gèrent ces Fonds, même si c'est quelquefois compliqué, et l'importance d'apporter à nouveau des améliorations aux procédures d'évaluation, de suivi et de contrôle de la Commission.
Tomorrow, the Commission is to decide on the matter for four more countries AND very soon, I hope, it will be Italy' s turn.	Demain, quatre nouveaux pays vont faire l'objet d'une décision de la Commission et très prochainement, je l'espère, ce sera le tour de l'Italie.
You may THEREFORE be satisfied on this point, since zoning will have been completed for all the countries affected by Objective 2.	Donc, vous aurez satisfaction sur ce point, puisque tous les pays concernés par l'objectif 2 seront zonés.
You may therefore be satisfied on this point, SINCE zoning will have been completed for all the countries affected by Objective 2.	Donc, vous aurez satisfaction sur ce point, puisque tous les pays concernés par l'objectif 2 seront zonés.
Regarding the informal economy you mention in your report, I am well aware that the analysis and production of statistics on this subject are dependent on the reliability of data AND, as Mr Cocilovo mentioned, there is clearly a problem with the reliability of this data.	S'agissant de l'économie souterraine que vous évoquez dans votre rapport, je sais bien que l'analyse et la production de statistiques à ce sujet reposent sur la fiabilité des données et comme M. Cocilovo l'a évoqué, il y a un problème de fiabilité de ces données.
Regarding the informal economy you mention in your report, I am well aware that the analysis and production of statistics on this subject are dependent on the reliability of data and, AS Mr Cocilovo mentioned, there is clearly a problem with the reliability of this data.	S'agissant de l'économie souterraine que vous évoquez dans votre rapport, je sais bien que l'analyse et la production de statistiques à ce sujet reposent sur la fiabilité des données et comme M. Cocilovo l'a évoqué, il y a un problème de fiabilité de ces données.
To a certain extent, they are taken into account in the statistics on GDP and labour force surveys AND, in any case, I wish to point out the efforts which Eurostat is making and shall continue to make in order to improve the quality of the statistics.	Dans une certaine mesure, elles sont reprises en compte dans les statistiques sur les PIB, les enquêtes sur les forces de travail, et en tout état de cause, je tiens à souligner les efforts qu'Eurostat fait et continuera de faire pour améliorer la qualité des statistiques.
Mr Berend, you ALSO mentioned, as did Mr Aparicio Sánchez, the lack of reform in the fisheries sector.	Vous avez également évoqué, Monsieur Berend, comme M. Aparicio Sánchez, l'absence de réforme du secteur de la pêche.
Mr Berend, you also mentioned, AS did Mr Aparicio Sánchez, the lack of reform in the fisheries sector.	Vous avez également évoqué, Monsieur Berend, comme M. Aparicio Sánchez, l'absence de réforme du secteur de la pêche.
This type of sectoral analysis pertains RATHER to the practice and competence of the Directorate General for Fisheries, under Commissioner Fischler.	Ce type d'analyse sectorielle relève plus de la pratique et de la compétence de la direction générale de la pêche, sous l'autorité de mon collègue Fischler.
NONETHELESS, I must assure you that the Commission will make every effort to include an analysis of this type in the second report on cohesion which, no doubt, will respond better to these concerns.	Cependant, je tiens à vous assurer que la Commission s'efforcera d'inclure une telle analyse dans le deuxième rapport sur la cohésion qui se prêtera sans doute mieux à ces préoccupations.
Several of you mentioned points which must be included in the second report on cohesion, AND your rapporteur mentioned some of these.	Plusieurs d'entre vous ont mentionné des points qui doivent être insérés dans ce deuxième rapport sur la cohésion et votre rapporteur a évoqué quelques-uns de ces points.
I wish to assure you, firstly, that the merging of the periodic reports and the report on cohesion should not entail any loss of information or loss of interest as regards the content of the report on cohesion which is, as far AS I am concerned, Mr Berend, an extremely important instrument, not only to provide information on what has been achieved in a transparent and rigorous manner, so that future guidelines may be examined or evaluated, but also to create a public debate involving the citizens of Europe and, furthermore, with the elected representatives, i.e. yourselves, on the subject of this regional policy and what might one day be a European regional planning policy.	Je veux tout d'abord vous assurer que la fusion des rapports périodiques et du rapport sur la cohésion ne devrait pas entraîner une quelconque perte d'informations ou une perte d'intérêt pour le contenu de ce rapport sur la cohésion qui, pour moi, Monsieur le Rapporteur, est un instrument extrêmement important, non seulement pour que l'on rende compte de ce qui est fait et qu'on le dise de manière transparente et rigoureuse, pour que l'on examine ou que l'on évalue les orientations à venir, mais aussi pour créer un débat public avec les citoyens et, au-delà, avec les élus que vous êtes, sur cette politique régionale et sur ce que pourrait être un jour une politique européenne d'aménagement du territoire.
